quoter,quote,quotee,qomments,comments,id,1292
DHH,that cabbage is now eating the goat,ALT,,,1113354497062875196,
DHH,wolves are covegetarian. what's the word?,ALT,,,1113355533047562260,
ALT,"well then you just replace all cabbages with wolves, and you get a standard...",LMN,,,1113362233951531009,
ALT,ryn are we sacrificing something?,Almonds,,,1113564431205543987,
ALT,[confusion],"everyone, including RYN",,,1113564431205543987,
ALT,"oh! yeah, we can sacrifice something if you want",RYN,,,1113564431205543987,
ALT,what are you sacrificing?,JY,,,1113564431205543987,
ALT,i dunno a bagel or something?,Almonds,,,1113564431205543987,
IXA,I'd always take the drugs,AYB,,,1113683442413080646,
DHH,i thought five plus three was ten. no-- i thought nine was seven,ALT,,,1114002027740147873,
ALT,i think you should go to bed at least half as much earlier than you would have otherwise as you'll get up early,DHH,,,1114009164717494283,
DHH,it took me exponential time to understand this sentence,ALT,,,1114009282191560736,
ALT,but i can verify that i understood it in polynomial time,ALT,,,1114009413116772415,
ALT,yes i can,ALT,,,1114009447296139375,
DHH,you're a cabbage. you can do whatever you want with your life.,ALT,,,1114059003056631858,
DHH,"let's say this *is* wolfed. then like, oops",ALT,,,1114064991428030505,
ALT,i wonder which temple that goat hails from,DHH,,,1114370621229514864,
ALT,you know where andrey and holden are?,DHH,,,1114405346950254602,
ALT,canada!,ALT,,,1114405346950254602,
ALT,that's right!,DHH,,,1114405346950254602,
DHH,don't you know straights are illegal in june?,CJQ,playing tichu,,1115130424302256268,
IXA,how does it feel to have your parents get married?,JY,,,1115477678007517214,
RYN,Deeply disturbing,CJQ,,,1115477678007517214,
YW,It looks so cute! It looks like it was punched in the face,YW,,,1115995626325422131,
RYN,"Square dancing was discovered, not invented",ALT,,,1116191006619095130,
RYN,"I would know, I'm God",CJQ,,,1116191668731924581,
ALT,that's like the worst possible thing that could enter my eyeballs,ALT,,,1118071258991566930,
ALT,"really? what about, like, a knife",DHH,,,1118071258991566930,
RYN,The car needs to get bonned before it can think,CJQ,,,1118312236327383100,
ALT,we can probably scoot back tonight,ALT's friend Riley who does not square dance,,,1119790542985908374,
HJH,I don't ... have ... memory. It's all ... linguistics. All 512 .... gigabytes,HJH's friend,,,1122074843563696179,
AYB,Who needs card plays when you're gay?,CJQ,,,1123084980692734054,
RYN,Do you have any fun activities planned with EM this summer?,RYN's mom,,,1123367336448110603,
RYN,???,RYN,,,1123367336448110603,
RYN,"Er, EA? EQ? Where do you live?",RYN's mom,,,1123367336448110603,
ALT,do you speak chinese?,Mateo,,,1125157151124504788,
ALT,对,Chao,,,1125157151124504788,
ALT,do you speak chinese?,Chao,,,1125157151124504788,
ALT,... 对,Mateo,,,1125157151124504788,
ALT,that was a replay attack,Chao,,,1125157151124504788,
ALT,"it's the, the, like, the thing where, the, where you eat jesus out",Raphael,attempting to explain the eucharist,,1125880184734748682,
PS,I became a boy for this,ALT,,,1128104979501162527,
RN,It's like Ryn's car,ALT,,,1128144772717088819,
DHH,I've been told [Minecraft] is like solidworks but with less functionality,ECD,,,1129518721933787206,
DHH,and occasional zombies??,Zach Abel,,,1129518721933787206,
ALT,"when i said that, i didn't expect you to immediately start dropping people into a pool of blood",PH,,,1129649498252136460,
ALT,"like, man... it takes *so* many shots, to get an egg in, in egg golf",JB,,,1129688510719332402,
ALT,"you know how there's en passant, you should be able to like, bomb in the middle of a straight, while it's being played",ALT,,,1132220977925857331,
ALT,...,everyone,,,1132220977925857331,
ALT,that does not make any sense,JB,,,1132220977925857331,
ALT,"meghal likes bears. a lot. like, uh, *laughter*",JB,,,1132544544861327530,
RN,"nope, yep, nope, yep, yep, nope, nope, yep",JB,,,1134389428597559347,
ALT,"ladies and gentlemen, welcome to houston",airport staff,"at boston logan airport, near the gate for the houston flight",,1134400997528195092,
ALT,you should hunt with us next january,JB,,,1141245217702420510,
ALT,i'll probably... look at puzzles and not do anything,JZ,,,1141245217702420510,
ALT,classic mystery hunt experience,ZS,,,1141245217702420510,
RN,"is it, like, reflexi- i mean, is it, is it, the one where, like they're the same both ways, what's the word??? like is it flippity-doo-dad",ALT,,,1141300260476563466,
ALT,"when talking about relations in my 6.042 class, I am going to describe them as reflexive, transitive, and flippity-do-dads. i'm sure they'll remember it",JB,,,1141300260476563466,
ALT,"ok, so what i want, is to... intersect, a plane, and a line",ALT,,,1141641188605165568,
ALT,that sure sounds like something i did in high school,JB,,,1141641188605165568,
ALT,mathematica is a canonical place,JB,,,1142290441086181436,
DHH,CAPITAL LETTERS ARE SO GOOD,ALT,,,1142587784859754498,
RYN,I should be Work Strong. That seems better than working Week.,ALT,,,1142703836541243394,
ALT,what's the equivalent of humidity for peanut butter?,AYB,,,1142910320118071417,
ALT,(pulls out phone),ALT,,,1142910320118071417,
ALT,god dammit,AYB,,,1142910320118071417,
ALT,stop moving until the middle of tuesday,RN,to ALT on Sunday night,,1143065086643150888,
ALT,who wants to log into sam bankman-fried's starcraft 2 account?,AYB,,,1143297760511148165,
HJH,I never attempted to kidnap a temple,JB,,,1143315903405109278,
ALT,what year are you?,HJH,,,1143322090397777921,
ALT,i'm a freshman,JAMB,,,1143322090397777921,
ALT,"oh nice, i was one of those once",HJH,,,1143322090397777921,
DHH,"if you smell a dead rat in the sanitizer, you should take it out",JB,,,1143547651737002005,
ALT,ryn won't be asleep until friday,HJH,,,1143608608957943918,
ALT,"food!! vegetables!! uh, what was i doing",AYB,,,1143667938889584720,
LMN,i'm watermelandy,ALT,,,1143727804207349832,
RYN,There's a large thing of feet in Work Room,PH,,,1144741593170051152,
HJH,Do you want to cook or be sad?,ALT,,,1144753504393633794,
HJH,I think I want to be sad,HJH,,,1144753504393633794,
HJH,"I think I'm doing this wrong. In particular, I'm not sad",HJH,later,,1144753504393633794,
DHH,"Actually, I think humans make a good Lincoln log",RYN,,,1144824316580593715,
ALT,is there another whale named whoosh?,DHH,,,1145599764017205258,
HJH,Square dancing is dumb,DHH,,,1145849782003302433,
DHH,I really want Helen to draw a graph on the whiteboard right now,AYB,,,1145898761801957508,
ALT,i don't know of a current tongue,DHH,,,1145905050695254016,
HJH,"I've never played outer wilds. The closest I've played is 'Uno: oops, all wilds'",LMN,,,1145935810303115264,
DHH,the difference between four bees and six bees is two bees,ALT,,,1145948192282775564,
DHH,what is happening to roasted potatoes,ALT,,,1146333912885366835,
ALT,what's so sketchy about beef cubes?!,AYB,,,1146346718451990548,
ALT,"man, fish are so fluffy",JB,,,1146696196065337345,
AWD,"Okay, but no one *wants* to live in most of Nevada.",ECD,,,1146978737896820816,
RYN,It smells like the opposite of rat pee,DHH,,,1147011346722983967,
ALT,cleaning party in front rooms now!,RN,yelling,,1147011479342690398,
ALT,cleaning party in everywhere except front rooms now!,RN,"30 seconds later, yelling",,1147011479342690398,
HJH,I don't think this should go in 2dquotesirl. I'm tempted to make a whole new channel called 3dquotesirl just for this. I guess I'll just send it in quotesirl,AMS,,,1147197408703426570,
ALT,"my platform is, i'm gonna add some rat nests",AYB,during the house manager election,,1147328024879054848,
RYN,"If the sanitizer starts telling us chess moves, people should report that. We want to know how good the sanitizer is at chess.",DHH,,,1147359370313740426,
DHH,the real sign of friendship is being able to type on each other's computers,AYB,,,1147434756733157376,
AYB,My friends aren't people,RYN,,,1148147416059609150,
RN,why did I ever do MITSO? I could have been learning C4 over the pandemic,ALT,,,1148483294271377459,
RN,"this keyboard does not have a ` key, because it got used so much it broke off",DHH,,,1148498501777489950,
RN,"if you put an angle that is exactly 87 degrees, you could delete my home directory",DHH,,,1148500022686646293,
ALT,"load the boat, c5 version",RN,via chatgpt,,1148502213434556447,
ALT,i have an 8 dimensional stack of chocolate here. right now the stack is a [very slowly] 2 x 2 x 3 x 3 x 4 x 1mm x 1cm x 2cm hypercube of chocolate???,JB,,,1148818519958491237,
ALT,"wow, i just caused a bunch of people to receive 10 emails",ALT,,,1148840892426367087,
ALT,"wow, i just received 10 emails",DHH,,,1148840892426367087,
ALT,i am not a c4 dancer,ALT,,,1148844707242328125,
LMN,i am straight,LMN,,,1148845882146574336,
ALT,"you drew the solution, but you didn't solve the puzzle",DHH,to ALT,,1149124718776029334,
DHH,"huh, massachusetts is further away than maine",ALT,,,1149217427855507486,
AYB,I am going to sneeze,ABK,,,1149222369215381546,
ALT,"sometimes when i listen to too much erik demaine at triple speed, i go to talk to him and he seems so slow",DHH,,,1149489295854411918,
ALT,having hands gave holden too much confidence,VLB,,,1149856034316357652,
DHH,bananab is a palindrome,ALT,,,1149960140003479572,
ALT,i can vouch for the integrity of these children. i ate them,VLB,,,1150609282304327741,
ALT,"what is the average time? like, in general",DA,,,1150678207641681981,
ALT,food seven thousand and ninety nine,VLB,,,1150680993590685727,
ALT,"holden, this hot chocolate tastes like your personality",DHH,,,1150921140466896978,
HJH,I feel like I agree with Jessica's opinions generally,JZ,,,1150944374436413600,
ALT,there wasn't tuesday last week,HJH,,,1151005356189814854,
AYB,We’re going to the banana lounge,guild members,,,1151040840173637664,
AYB,"Oh, is that what the kids are calling it these days?",guild cruft,,,1151040840173637664,
ALT,"holden, do you like living in a refrigerator?",JB,,,1151294911036018688,
ALT,yes,HJH,,,1151294911036018688,
ALT,"aw, shit",JB,,,1151294911036018688,
ALT,oh no when i close my eyes i see tetris np hardness reductions,DHH,,,1151380599022563329,
HJH,What do you call people from California?,ABK,,,1151648332184297534,
HJH,Californians,several people,,,1151648332184297534,
HJH,What do you call people from Nevada?,ABK,,,1151648332184297534,
HJH,Alex,ALT+HJH,in sync,,1151648332184297534,
ALT,we are now dating,AYB,,,1151753435025256488,
ALT,"oh yeah, back in 1962, when i was -36 years old,",ABK,,,1152378341815500840,
ALT,activate naptime,AYB,,,1152400251848765440,
ALT,does anybody need a cheese platter? at level 7?,ABK,,,1152401582609141861,
ALT,set heart rate to zero!,HJH,,,1152402787322310717,
ALT,don't go to canada. there's nothing good there,PH,,,1152426773087264911,
ALT,my wife is there!!,ABK,,,1152426773087264911,
ALT,but don't you want an otamatone orchestra????,AYB,,,1152426773087264911,
RYN,What's a Kinsey scale?,MH,,,1152447340641275954,
RYN,I think it's the earthquake one,ABK,,,1152447340641275954,
HJH,What does it mean to be on the extreme of queerness? Isn't it a binary thing?,RYN,,,1152474899194056765,
HJH,It is definitely a nonbinary thing,JB,,,1152474899194056765,
RYN,It's not weird to drink liquids. Most of the things you drink are liquids.,PH,,,1152475451051216956,
RYN,Josh can I get one of the things in your armpit,ABK,,,1152478326401806366,
ALT,just don't fall,DHH,,,1152479158912417883,
ALT,i won't! i never fall!!!,AYB,,,1152479158912417883,
DHH,Speaking Greek is like half way to speaking Russian,ABK,,,1152499401168797706,
ALT,"i like peanut butter. it's fine, and it's smooth, and it gets nowhere",HJH,,,1152726119246725220,
ALT,"we didn't, like, try super hard to spoon, we tried a little bit to spoon",JB,,,1152730582325923950,
ALT,"we don't call humans, like, water",MDL,,,1152733681484570714,
ALT,is a crustacean crawl different from a crab walk? why are people laughing? this is a genuine question,RYN,,,1152810240249700382,
RN,cucaracha cross; crustacean crawl ending,RN,,he didn't meant to quote himself but this is funny enough that i want it to stay,1152850689953906728,
ALT,i was asking so i could decide whether to propose to holden,VLB,,,1153149752955899945,
ALT,D: what about me??,AYB,,,1153149752955899945,
ALT,rubber ducks are not bananas,HJH,,,1153170415619932170,
ALT,it's true!!,HJH,"in protest, after seeing the above quote posted",,1153170469244108851,
ALT,should i put this in the graph class?,DHH,,,1153174446069264524,
ALT,glass,ALT+HJH,simultaneously,,1153174446069264524,
ALT,grass,HJH+ALT,simultaneously,,1153174446069264524,
ALT,,DHH,,,1153174446069264524,
ALT,,DHH,,,1153174446069264524,
ALT,this is terrible!!!!!!!,DHH,,,1153174446069264524,
HJH,... floating point nonsense,DHH,,,1153189476693188659,
HJH,Flonsense,HJH,,,1153189476693188659,
HJH,Unfortunate,ALT,,,1153189476693188659,
HJH,Punfortunate,HJH,,,1153189476693188659,
HJH,...,ALT,,,1153189476693188659,
HJH,How does it feel to be on the other side of this?,HJH,,,1153189476693188659,
HJH,Terrible!!!!!!!!,ALT,,,1153189476693188659,
HJH,And KDR is PPPCCCC,ALT,,,1153193390670880789,
VLB,it’s actually the c plus plus chinese communist party cleanup,ALT,,,1153214692806893689,
ALT,"wait phoebe, your hair looks purple. what happened?!",DHH,,,1153802719740575805,
ALT,banandy[sic] and holden. you must eat bell peppers. right now,RN,,,1153896771764891688,
ALT,"i think we should have a training program, where we all just eat a ton of bell peppers",PH,,,1153897252901888031,
HJH,"Do you actively like bell peppers, or are you just a fan of hazing?",VLB,,,1153903179835113594,
HJH,Both?,RN,,,1153903179835113594,
HJH,Why is Banandy so high?,RN,,,1153907297463062551,
HJH,Because I smoked some marijuana,ALT,,,1153907297463062551,
ALT,"like, i also don't care, but, i've trimmed the hedges before, and it's like, hrppsphsphhspbhbhwwhwwhhhwrhsh",VLB,,,1153910413721874503,
ALT,"it's like a square, but instead of 8 vertices, you only have 4, and also there's a cone in the middle",HJH,,,1153913187595452496,
ALT,"but yeah, six ryns is kind of all you need",DHH,,,1153917975259271250,
ALT,there are three things that there is more to life than,DHH,,,1153969130370764810,
ALT,oh it's a walrus! it's a walrus!!!,ALT,,,1153972302480953374,
ALT,"*deletes some code and replaces it with the word ""walrus""*",ALT,,,1153972302480953374,
ALT,walrus.,ALT,,,1153972302480953374,
ALT,"this [hardness result] is kind of known, i know it in my head",Erik Demaine,,,1154134035275194378,
ALT,i should start writing that in my psets,HJH,,,1154134035275194378,
HJH,"It's always nice to have the most cutting-edge, up-to-date banana available",ALT,,,1154152526900375552,
PH,you can remember what was going on 30 seconds ago,LMN,,,1154233967105552444,
PH,Maybe YOU can,DHH+RYN,simultaneously,,1154233967105552444,
RYN,Ryn at a party? I never thought I'd see the day,AYB,,,1154236424036569168,
ALT,do you know why other people think bell peppers taste good?,HJH,,,1154552111502205019,
ALT,i assume they had some traumatic experience with the opposite of a bell pepper,DHH,,,1154552111502205019,
DHH,everything good ends with ango,ALT,,,1154583118217490462,
ALT,yeah you don't wanna connect the sewage directly to your shower head,AYB,,,1154607816695365694,
LMN,why does banandy keep quoting people who say reasonable things,AYB,,,1154608634513338419,
ALT,"i made an object, and then andrey said it was bad and broke it",HJH,,,1154616734590959738,
ALT,wow! worksessions and ...,HJH,,,1154839552293339226,
ALT,"*realizes how silly he's about to sound, but finishes the sentence anyway*",HJH,,,1154839552293339226,
ALT,worksessions start at the same time!,HJH,,,1154839552293339226,
ALT,...,HJH,,,1154839552293339226,
ALT,wow! weekly worksessions and ...,HJH,trying again,,1154839552293339226,
ALT,"*realizes how silly he's about to sound, but finishes the sentence anyway*",HJH,,,1154839552293339226,
ALT,weekly worksessions start at the same time!,HJH,,,1154839552293339226,
AYB,*walks into front rooms*,AYB,,,1154841645750161428,
AYB,My social security number is [REDACTED],ALT,,,1154841645750161428,
RYN,"Inside a conductor, it's too dark to read",AYB,,,1154893819855249418,
HJH,Why is life so hard?,VLB,,,1154909104813379644,
HJH,"Well, if we reduce from a Hamiltonian Path...",HJH,,,1154909104813379644,
HJH,Banandy is sending Holden a linguistics pset to help him with his 6.006 pset,DHH,,,1154910030668255252,
HJH,Why?,LMN,,,1154910030668255252,
HJH,Trees!,DHH,,,1154910030668255252,
HJH,Or just go to Donald Knuth's house and punch him in the face,ALT,,,1154925028660494357,
ALT,that couch and that person both fall asleep a lot,HJH,,,1154983936590614599,
ALT,i did wedots with zi song during bgoc,HJH,,,1154986712842371082,
ALT,"today, i did pcp",ABK,,,1154990840083652648,
RYN,"That is a fire hazard, to be clear",AYB,on burning down the house,,1155031595821060226,
ALT,"so one day, when i was like, some age,",HJH,starting a story,,1155036624544075819,
RYN,"But if someone said 'laundry machine,' you wouldn't think of the dryer",ABK,,,1155039017918795936,
RYN,"Right, it's like hot dogs",DHH,,,1155039017918795936,
ALT,"anyway, there is a type of thing, we should consider acquiring. it is called a duck",ABK,,,1155043557900566608,
HJH,"If you're anything like me, you have trouble resealing the banana after you open one",ABK,,,1155051646695505930,
ALT,"i'll have you know that while you were talking about 3s, i just googled the word vegetables",VLB,,,1155064348151136256,
DHH,you can't call a dance if you aren't a caller,ALT,,,1155066702485274634,
RYN,How many sandwiches of bleach do we have?,KT,,,1155253419783766177,
PH,"in the modern era, plastic bags go in sandwiches",LMN,,,1155257973254393877,
ALT,*gets a mango*,VLB,,,1155344023813378058,
ALT,||victor        || are you gonna eat that whole mango,DHH,,,1155344023813378058,
ALT,yeah. what's a mango or two or five,VLB,,,1155344023813378058,
ALT,[...],time,,,1155344023813378058,
ALT,*gets a mango*,HJH,,,1155344023813378058,
ALT,||holden      || are you gonna eat that whole mango,DHH,,,1155344023813378058,
ALT,yes?! what kind of question is that,HJH,appalled,,1155344023813378058,
ALT,[...],time,,,1155344023813378058,
ALT,*gets a mango*,JZ,,,1155344023813378058,
ALT,||jessica      || are you gonna eat that whole mango,DHH,,,1155344023813378058,
ALT,of course!!,JZ,,,1155344023813378058,
ALT,*places mangoes on the table*,ALT,,,1155346884228042802,
ALT,*roll roll plop*,mango,,,1155346884228042802,
ALT,oh no!,DHH,,,1155346884228042802,
ALT,where did it mango!,DHH,,,1155346884228042802,
JAMB,Victor was being bored without erik demaine,DHH/ALT,,,1155973554802786416,
LMN,im having fun with erik demaine and josh is having responsibilities with erik demaine,DHH,,,1155975632543555686,
HJH,"I think if our fridge was big enough to encode 3SAT, our electricity bills would be a lot bigger",VLB,,,1155977960373891192,
HJH,Who put Ryn's platypus in the microwave?,VLB,,,1156339225181028452,
JAMB,It is better for the world if you steal your roommates’ ketchup,JB,,,1156426975846596648,
DHH,how do I like schedule my life now that I died,VLB,,,1156433459246530590,
HJH,"When Can'tada, Andrey, Alexn't",DHH,,,1156435719603097732,
LMN,hella,HJH,,,1156447680759873556,
AYB,"CJ's pretty tall, right?",HJH,,,1156451337010151424,
HJH,There is no day in the week where I can consistently guarantee to be available to do PCP,ABK,,,1156468478358868079,
ALT,"so that was the Small Bok Choy Incident. and then, we went to retreat. and this was the Big Bok Choy Incident",AYB,expositing,,1156479314112552991,
PH,"The authors said that, but then we look at the data with our eyes, and do we agree? No",10.492 professor,,,1156600001686937691,
ALT,Q seems pretty cool. it's a letter. it's great,Erik Demaine,,,1156669660218015824,
DHH,It's annoying to have to kill sharks,HJH,,,1156713760707313847,
RYN,"If a CP saw you tap into somewhere with a duck, would they even notice anything was weird about that?",DHH,,,1156734020445544459,
ALT,my friendo is gonna cross with your friendo,AWD,gesturing at empty space,,1156743397453873263,
HJH,Now it's Minions *in* Darkness,PH,"during a power outage, while Minions was occurring",,1156750179316289626,
KT,I remember all the Nevada facts Alex told me,JB,,,1156781059338407976,
ALT,that's how you write papers. you just invent more sat variants. and then you get more papers,JB,,,1156849226110750730,
ALT,bananas,HJH,,,1157142992319156315,
ALT,yeah,ALT,,,1157142992319156315,
ALT,typical banandy interaction,HJH,,,1157142992319156315,
HJH,Imagine having thoughts,RN,,,1157144318977519736,
HJH,"If you do that, you just did",ALT,,,1157144318977519736,
PH,Think about how much nicer it would be to be stapled to a beanbag after you've eaten.,RYN,,,1157159583626833960,
AYB,Isn't it pretty hard to talk if you're imagining a raw egg in your mouth? Mnnghghn grwwhwhw mrnggng.,DHH,,,1157192555428061214,
ALT,"thirty days hath september / april, june, and october",DHH,,,1157206680279449630,
HJH,"Della, you're forgetting about Nevada Day!",RYN,,,1157206823472992256,
RYN,Do you guys want to hear my wookie noises? \*immediately starts sounding like he's choking*,AYB,,,1157210934117421108,
ALT,what day of the week is this friday?,ABK,,,1157436746699640984,
PH,"""You're in a box with evil me and Evil Lumia",DHH,,,1157466835898335273,
RYN,Rynnamon souls,LMN,,,1157474977000464494,
HJH,[I associate] Josh with parmesan with pasta garnish,JCL,,,1157475988964380703,
ALT,bananas were a mistake,HJH,,,1157560597404201000,
ALT,first you purchase your avocadoes in the desired rhythm,DHH,,,1157801869360504984,
HJH,"I think that if it's possible to buy this thing for $400, then that's a good deal",RN,on buying Holden,,1157901555853447198,
DHH,there are a few weekends in october.,JB,,,1158195168583889047,
HJH,Have you played the game set?,18.701 professor,,,1158477552021680269,
ALT,cows also have suspensions,DHH,on the difference between cows and cars,,1158526037412556860,
HJH,Hearing bell peppers should make you stop thinking about me,DHH,,,1158550071718199336,
PH,cj is the kind of person to be banandy,LMN,,,1158924450343948349,
PH,I thought I was the kind of person to be Banandy,DHH,,,1158924450343948349,
DHH,I don't know enough about square dancing,Erik Demaine,,,1159208846439485503,
DHH,[square dancing] is such an impossible thing to think about,ALT,,,1159209806238843000,
PH,i would rather have whole milk than milk with no holes,LMN,,,1159628606042026094,
DHH,how do small children work?,ALT,,,1159672067084521512,
DHH,tomorrow is a great day to get stabbed,RYN,,,1159674144980475975,
HJH,It's weird being Banandy,HJH,,,1159715459495637092,
HJH,Yeah. Welcome to the club,ALT,,,1159715459495637092,
ALT,the lighting in here is kinda bad. i'm gonna make it brighter,HJH,,,1160016223782842418,
ALT,*turns off the lights*,HJH,,,1160016223782842418,
HER,oh! Della is my Alyssa again,AWD,,,1160312672634556467,
HJH,Is Banandy a nickname?,DG,,,1160391290593226822,
HJH,It's short for Banandrew,HJH,,,1160391290593226822,
RYN,Yay I like points,RYN,,,1160999089169760387,
RYN,That's a weird thing to hear from you,HJH,,,1160999089169760387,
HJH,*Learns that the bell dinger has been missing from the past week*,JB,,,1161077508934991963,
HJH,Oh no! This is so sa- oh here it is,JB,,,1161077508934991963,
ALT,"once you start flipping tables, you have to keep flipping tables",DHH,,,1161748420067872818,
HJH,How far is zedge from mass ave?,HJH,,,1162147863300681738,
HJH,*Holds up their hands a couple of feet apart*,ALT,,,1162147863300681738,
HJH,"But like, not to scale",ALT,,,1162147863300681738,
PH,You may notice that I shaved my beard off. This was an accident,professor,,,1162149742545993859,
ALT,"yeah, this is cringe and not based or whatever the kids say",ABK,,,1162226813083336784,
RYN,Alex can't swim,LMN,,,1162507125352841338,
RYN,But that's just because the pool isn't deep enough,PH,,,1162507125352841338,
ALT,two is half of one. famously,ABK,,,1162631253648998440,
HJH,I am one of the primary 3AM cheves,JB,,,1162894313198465044,
AYB,There are 5 people in a family,JB,,,1162896655276851252,
RYN,What's the spreadsheet's potential energy?,ABK,,,1163000125300416582,
PH,"Sorry, I didn't mean to sound as annoyed as I was",ABK,,,1163606730769440891,
#N/A,Now I spend a lot of time talking to a corpse,JZ,,,1163609735245869156,
JAMB,I usually like it when my boyfriend is dead,JAMB,,,1163609735245869156,
ALT,wait holy shit! that's the 7 of banandy's mafia!,VLB,,,1163759450071511090,
HJH,A dozen eggs is like 2 eggs,ALT,,,1164040590124658688,
HJH,Andy Haupt only eats dinner on days,VLB,,,1164049340982120558,
DHH,when's the next friday? i guess it's on friday,ALT,,,1164049691302957128,
ALT,i was thinking of putting della peppers on my menu,AYB,,,1164050638053842954,
ALT,no!!!! never say that again!!!!,DHH,,,1164050638053842954,
ALT,della peppers?,ABK,,,1164050638053842954,
HJH,Unvirgins your olive oil,AYB,,,1164067822905856051,
HJH,Don't do that... Please,ALT,,,1164067822905856051,
HJH,*Walks onto the van holding bananas*,ALT,,,1164307347045371934,
HJH,in accordance with nominative determinism,HJH,,,1164307347045371934,
HJH,Indeed,ALT,,,1164307347045371934,
RYN,"I was in not-Massachusetts. What's the other one? Oh, Michigan.",HJH,,,1164359360441495623,
HJH,I'm dating food,DHH,,,1164363444481425419,
RYN,I have a poor relationship with clocks,AYB,,,1164367674164392007,
DHH,"i am a normal human, with normal human arms and peels and legs",ALT,,,1164409276396224512,
HJH,There is an S in Galaxy,ALT,,,1164414879101370429,
HJH,What? It's right there!,ALT,,,1164414879101370429,
HJH,I'm a human in a banan- a human body,ALT,,,1164415588341403688,
HJH,I've never seen any of you having sex,AYB,,,1164749808335077416,
AYB,Albuquerque is the capital of New York,ABK,,,1164775213754486794,
AYB,Pi kilograms of baking soda,DHH,,,1164779887173836810,
ALT,i think i want terrifying nightmares,ABK,,,1164807311869620274,
HJH,...when you're the next Sam Bankman-Fried,DHH,,,1165429875751014561,
RYN,It must be hard being in a poly relationship with _Our Flag Means Death_ and Live Action Mafia,AAA,,,1165826252070994041,
RYN,Don't forget about D&D,KS,,,1165826252070994041,
ALT,"something happened over the weekend, called Super Mario Bros. Wonder. it's already pspace hard",Erik Demaine,,,1166091648141365288,
HJH,I would not eat them Banan-I-Am,ALT,,,1166130325693407295,
PH,why do they call it gradescope when your grades cope,LMN,,,1166173325085638849,
ALT,when were you born?,HJH,,,1166204300138123357,
ALT,1998,DHH,,,1166204300138123357,
ALT,of what year?,HJH,,,1166204300138123357,
ALT,woah! that is not a real pillar,other Daniel,,,1166206534477434931,
ALT,...,other Daniel,,,1166206534477434931,
ALT,...,other Daniel,,,1166206534477434931,
ALT,it's also full of ducks,other Daniel,,,1166206534477434931,
RYN,Can you get estrogen on Instacart?,AYB,,,1166491139503821003,
PH,"i'm not sure if banandy can fit, like, more than 8  of your fingers in their mouth",LMN,,,1166580382926372884,
PH,*finger eating noises*,ALT,,,1166580382926372884,
ALT,we don't know how to make variables without one penguin per variable,Erik Demaine,,,1166817116285050991,
AMS,you asking everyone you know to speak their cool languages around you: call that alyssitation,KJR,,,1167586931929010246,
HJH,Is that a fire hazard?,AYB,,,1168035201746747443,
HJH,Yes!,RYN,,,1168035201746747443,
HJH,That's a fire hazard!!!,AYB,,,1168035201746747443,
ALT,...what the fuck is a llama?,JB,incredulous,,1168395451599425597,
ALT,"last time we had some weird planar versions which were useful for penguins, but now we have some less weird planar versions. ... which are also useful for penguins",Erik Demaine,,,1168627099163181218,
ALT,i want to move my knight from e7 to e4,Erik Demaine,,,1168633821634244759,
STL,"The thing is, you came to MIT for reinforcement learning research; now you can be a reinforcement learner yourself",AAH,,,1168672909456310422,
ALT,*various overlapping conversations*,the room,,,1168763796647587870,
ALT,*momentarily falls silent*,the room,,,1168763796647587870,
ALT,alright! today we're going to learn to count!,Erik Demaine,"via JB's computer, 3 times as fast as normal",,1168763796647587870,
PH,"I don't know if it's actual math, or actual video games",HJH,,,1169021107207147633,
PH,the capital of australia is canberra,LMN,,,1169025600539865158,
PH,That's not in South Dakota,MH,,,1169025600539865158,
ALT,"there's a small gray furry josh, in the dining room. with a tail",ABK,,,1169173056078479390,
ALT,intent quoting sounds,HJH,,,1169510493480816720,
HJH,Computers were a mistake,HJH,,,1169510537638445057,
HJH,So false,ALT,,,1169510537638445057,
HJH,What do you call an alligator in a vest?,ALT,,,1169515777045569596,
HJH,An investigator?,ABK,,,1169515777045569596,
HJH,*Beats a level in minesweeper variants*,ALT,,,1169515777045569596,
HJH,Wikipedia at least had my birthday correct,Zhiwei Yun,after people presented him with a birthday cake and sang at the start of lecture,,1170061631082991738,
HJH,increasing my comfort level would make me way more miserable,ABK,,,1170125283232329728,
HJH,Alex is too short,CJQ,,,1170444479627526204,
HJH,Multi-activity MAC court,DHH,,,1170523495709552710,
DHH,"*struggles to hold many small objects, almost dropping the garlic*",ABK,,,1170792327187546232,
DHH,*stabilizes the pile of objects*,ABK,,,1170792327187546232,
DHH,I was never close to dropping the garlic,ABK,,,1170792327187546232,
DHH,*drops the garlic*,ABK,,,1170792327187546232,
ALT,"ok, we don't have to pay royalties to use rock lobster, right...?",CJQ,on a call with galactic,,1170919021969932289,
RYN,"But we're not interested in that. Well some people might be interested in that. Are there any pure mathematicians here? No? Okay, none of us are interested in that.",6.0002 professor,,,1171210246996365413,
PH,I'm legally obligated to do crimes,CJQ,,,1171285426200387594,
RYN,Ryn is only a vampire on the weekends,PH,,,1171600918605733938,
ALT,"home means lumia? okay, goodbye, lumia. *throws something into the recycling*",ABK,,,1171665030144598147,
ALT,"i'm just andrey, but bad at life",VLB,,,1171673512373649429,
RYN,How prehensile are donkey ears?,AYB,,,1171683912586641489,
